,toCode,fromCode,dis,areaX,areaY,Country_income,Low_Income,predicted
467,43,41,853,167000,211829,10060.17,145.1,0.033
468,44,41,1516,167000,184800,12245.56,40,0.023
469,45,41,1708,167000,236700,7793.08,57.3,0.017
470,46,41,2108,167000,34000,9912.57,17.1,0.01
471,50,41,1326,167000,82400,9489.82,56.9,0.013
472,51,41,1278,167000,488000,9347.74,189.3,0.019
473,52,41,1544,167000,170000,6671.22,54.3,0.005
474,53,41,2100,167000,394000,7456.13,93.1,0.005
475,54,41,3254,167000,1220000,6553.38,4.3,0.001
476,61,41,478,167000,205800,7932.21,84.6,0.055
477,62,41,1103,167000,454430,6276.59,88.1,0.01
478,63,41,1338,167000,721000,7282.73,23.5,0.009
479,64,41,1189,167000,66400,7598.67,20.8,0.018
480,65,41,3027,167000,1664897,7846.59,96,0.006
481,11,42,1171,187400,16411,18867.3,11.7,0.027
482,12,42,1187,187400,11920,17014.18,18,0.021
483,13,42,955,187400,190000,10186.14,88.1,0.022
484,14,42,997,187400,156000,8809.44,91.7,0.019
485,15,42,1514,187400,1183000,8984.92,84.8,0.009
486,21,42,1827,187400,148000,11191.49,118.6,0.014
487,22,42,2137,187400,187000,10780.12,115.6,0.011
488,23,42,2389,187400,469000,10453.2,155.6,0.007
489,31,42,908,187400,6219,21191.64,32.4,0.025
490,32,42,614,187400,102658,14958.44,40.9,0.059
491,33,42,860,187400,104141,19373.28,8.8,0.051
492,34,42,457,187400,139427,9916.42,84.2,0.093
493,35,42,924,187400,120000,12650.19,18.1,0.031
494,36,42,434,187400,166900,10116.58,98.1,0.071
495,37,42,919,187400,157126,11882.26,60.6,0.023
496,41,42,569,187400,167000,9966.07,141.9,0.079
497,43,42,361,187400,211829,10060.17,145.1,0.085
498,44,42,1021,187400,184800,12245.56,40,0.027
499,45,42,1215,187400,236700,7793.08,57.3,0.021
500,46,42,1615,187400,34000,9912.57,17.1,0.014
501,50,42,1078,187400,82400,9489.82,56.9,0.02
502,51,42,1455,187400,488000,9347.74,189.3,0.01
503,52,42,1278,187400,170000,6671.22,54.3,0.005
504,53,42,1834,187400,394000,7456.13,93.1,0.006
505,54,42,3500,187400,1220000,6553.38,4.3,0.001
506,61,42,813,187400,205800,7932.21,84.6,0.031
507,62,42,1446,187400,454430,6276.59,88.1,0.014
508,63,42,1679,187400,721000,7282.73,23.5,0.009
509,64,42,1471,187400,66400,7598.67,20.8,0.012
510,65,42,3323,187400,1664897,7846.59,96,0.002
511,11,43,1516,211829,16411,18867.3,11.7,0.013
512,12,43,1576,211829,11920,17014.18,18,0.009
513,13,43,1240,211829,190000,10186.14,88.1,0.017
514,14,43,1281,211829,156000,8809.44,91.7,0.013
515,15,43,1798,211829,1183000,8984.92,84.8,0.013
516,21,43,2132,211829,148000,11191.49,118.6,0.011
517,22,43,2433,211829,187000,10780.12,115.6,0.007
518,23,43,2700,211829,469000,10453.2,155.6,0.004
519,31,43,1049,211829,6219,21191.64,32.4,0.015
520,32,43,927,211829,102658,14958.44,40.9,0.025
521,33,43,971,211829,104141,19373.28,8.8,0.041
522,34,43,771,211829,139427,9916.42,84.2,0.04
523,35,43,967,211829,120000,12650.19,18.1,0.029
524,36,43,453,211829,166900,10116.58,98.1,0.074
525,37,43,1209,211829,157126,11882.26,60.6,0.02
526,41,43,853,211829,167000,9966.07,141.9,0.029
527,42,43,361,211829,187400,10849.06,137.2,0.084
528,44,43,734,211829,184800,12245.56,40,0.053
529,45,43,851,211829,236700,7793.08,57.3,0.025
530,46,43,1326,211829,34000,9912.57,17.1,0.013
531,50,43,1500,211829,82400,9489.82,56.9,0.01
532,51,43,1801,211829,488000,9347.74,189.3,0.013
533,52,43,1105,211829,170000,6671.22,54.3,0.006
534,53,43,2626,211829,394000,7456.13,93.1,0.002
535,54,43,3960,211829,1220000,6553.38,4.3,0.001
536,61,43,1097,211829,205800,7932.21,84.6,0.021
537,62,43,1727,211829,454430,6276.59,88.1,0.007
538,63,43,1960,211829,721000,7282.73,23.5,0.007
539,64,43,1814,211829,66400,7598.67,20.8,0.009
540,65,43,3640,211829,1664897,7846.59,96,0.002
541,11,44,2179,184800,16411,18867.3,11.7,0.011
542,12,44,2197,184800,11920,17014.18,18,0.009
543,13,44,1902,184800,190000,10186.14,88.1,0.014
544,14,44,1944,184800,156000,8809.44,91.7,0.012
545,15,44,2461,184800,1183000,8984.92,84.8,0.006
546,21,44,2832,184800,148000,11191.49,118.6,0.004
547,22,44,3133,184800,187000,10780.12,115.6,0.004
548,23,44,3383,184800,469000,10453.2,155.6,0.003
549,31,44,1539,184800,6219,21191.64,32.4,0.005
550,32,44,1462,184800,102658,14958.44,40.9,0.007
551,33,44,1352,184800,104141,19373.28,8.8,0.007
552,34,44,1268,184800,139427,9916.42,84.2,0.013
553,35,44,901,184800,120000,12650.19,18.1,0.025
554,36,44,835,184800,166900,10116.58,98.1,0.033
555,37,44,1887,184800,157126,11882.26,60.6,0.013
556,41,44,1516,184800,167000,9966.07,141.9,0.007
557,42,44,1021,184800,187400,10849.06,137.2,0.02
558,43,44,734,184800,211829,10060.17,145.1,0.042
559,45,44,734,184800,236700,7793.08,57.3,0.037
560,46,44,601,184800,34000,9912.57,17.1,0.049
561,50,44,1710,184800,82400,9489.82,56.9,0.013
562,51,44,2047,184800,488000,9347.74,189.3,0.011
563,52,44,470,184800,170000,6671.22,54.3,0.007
564,53,44,1585,184800,394000,7456.13,93.1,0.009
565,54,44,4148,184800,1220000,6553.38,4.3,0.001
566,61,44,1760,184800,205800,7932.21,84.6,0.018
567,62,44,2393,184800,454430,6276.59,88.1,0.003
568,63,44,2627,184800,721000,7282.73,23.5,0.001
569,64,44,2479,184800,66400,7598.67,20.8,0.005
570,65,44,4316,184800,1664897,7846.59,96,0.002
571,11,45,2373,236700,16411,18867.3,11.7,0.004
572,12,45,2389,236700,11920,17014.18,18,0.004
573,13,45,2096,236700,190000,10186.14,88.1,0.009
574,14,45,2138,236700,156000,8809.44,91.7,0.011
575,15,45,2657,236700,1183000,8984.92,84.8,0.003
576,21,45,3046,236700,148000,11191.49,118.6,0.004
577,22,45,3340,236700,187000,10780.12,115.6,0.004
578,23,45,3592,236700,469000,10453.2,155.6,0.003
579,31,45,1892,236700,6219,21191.64,32.4,0.006
580,32,45,1783,236700,102658,14958.44,40.9,0.011
581,33,45,1706,236700,104141,19373.28,8.8,0.018
582,34,45,1626,236700,139427,9916.42,84.2,0.011
583,35,45,1615,236700,120000,12650.19,18.1,0.01
584,36,45,1185,236700,166900,10116.58,98.1,0.019
585,37,45,2122,236700,157126,11882.26,60.6,0.01
586,41,45,1708,236700,167000,9966.07,141.9,0.01
587,42,45,1215,236700,187400,10849.06,137.2,0.022
588,43,45,851,236700,211829,10060.17,145.1,0.032
589,44,45,734,236700,184800,12245.56,40,0.055
590,46,45,473,236700,34000,9912.57,17.1,0.066
591,50,45,993,236700,82400,9489.82,56.9,0.021
592,51,45,1330,236700,488000,9347.74,189.3,0.01
593,52,45,623,236700,170000,6671.22,54.3,0.013
594,53,45,879,236700,394000,7456.13,93.1,0.028
595,54,45,3431,236700,1220000,6553.38,4.3,0.001
596,61,45,3324,236700,205800,7932.21,84.6,0.002
597,62,45,2352,236700,454430,6276.59,88.1,0.002
598,63,45,2407,236700,721000,7282.73,23.5,0.002
599,64,45,2673,236700,66400,7598.67,20.8,0.003
600,65,45,4279,236700,1664897,7846.59,96,0.002
601,11,46,2775,34000,16411,18867.3,11.7,0.003
602,12,46,2792,34000,11920,17014.18,18,0.003
603,13,46,2496,34000,190000,10186.14,88.1,0.003
604,14,46,2538,34000,156000,8809.44,91.7,0.003
605,15,46,3057,34000,1183000,8984.92,84.8,0.002
606,21,46,3435,34000,148000,11191.49,118.6,0.003
607,22,46,3732,34000,187000,10780.12,115.6,0.003
608,23,46,3984,34000,469000,10453.2,155.6,0.003
609,31,46,2134,34000,6219,21191.64,32.4,0.003
610,32,46,2017,34000,102658,14958.44,40.9,0.003
611,33,46,1947,34000,104141,19373.28,8.8,0.009
612,34,46,1868,34000,139427,9916.42,84.2,0.007
613,35,46,1497,34000,120000,12650.19,18.1,0.002
614,36,46,1426,34000,166900,10116.58,98.1,0.002
615,37,46,2480,34000,157126,11882.26,60.6,0.003
616,41,46,2108,34000,167000,9966.07,141.9,0.003
617,42,46,1615,34000,187400,10849.06,137.2,0.002
618,43,46,1326,34000,211829,10060.17,145.1,0.002
619,44,46,601,34000,184800,12245.56,40,0.022
620,45,46,473,34000,236700,7793.08,57.3,0.027
621,50,46,1467,34000,82400,9489.82,56.9,0.003
622,51,46,1798,34000,488000,9347.74,189.3,0.003
623,52,46,1320,34000,170000,6671.22,54.3,0.002
624,53,46,1337,34000,394000,7456.13,93.1,0.003
625,54,46,3899,34000,1220000,6553.38,4.3,0.001
626,61,46,2355,34000,205800,7932.21,84.6,0.003
627,62,46,2820,34000,454430,6276.59,88.1,0.002
628,63,46,2875,34000,721000,7282.73,23.5,0.001
629,64,46,3074,34000,66400,7598.67,20.8,0.002
630,65,46,4747,34000,1664897,7846.59,96,0.001
631,11,50,3006,82400,16411,18867.3,11.7,0.011
632,12,50,1954,82400,11920,17014.18,18,0.024
633,13,50,1650,82400,190000,10186.14,88.1,0.024
634,14,50,1450,82400,156000,8809.44,91.7,0.02
635,15,50,1847,82400,1183000,8984.92,84.8,0.023
636,21,50,2610,82400,148000,11191.49,118.6,0.019
637,22,50,2905,82400,187000,10780.12,115.6,0.015
638,23,50,3156,82400,469000,10453.2,155.6,0.014
639,31,50,1945,82400,6219,21191.64,32.4,0.024
640,32,50,1651,82400,102658,14958.44,40.9,0.03
641,33,50,1897,82400,104141,19373.28,8.8,0.064
642,34,50,1449,82400,139427,9916.42,84.2,0.024
643,35,50,1962,82400,120000,12650.19,18.1,0.048
644,36,50,1400,82400,166900,10116.58,98.1,0.019
645,37,50,1799,82400,157126,11882.26,60.6,0.025
646,41,50,1326,82400,167000,9966.07,141.9,0.019
647,42,50,1078,82400,187400,10849.06,137.2,0.02
648,43,50,1500,82400,211829,10060.17,145.1,0.019
649,44,50,1710,82400,184800,12245.56,40,0.027
650,45,50,993,82400,236700,7793.08,57.3,0.019
651,46,50,1467,82400,34000,9912.57,17.1,0.019
652,51,50,356,82400,488000,9347.74,189.3,0.044
653,52,50,384,82400,170000,6671.22,54.3,0.006
654,53,50,973,82400,394000,7456.13,93.1,0.013
655,54,50,2457,82400,1220000,6553.38,4.3,0.003
656,61,50,847,82400,205800,7932.21,84.6,0.019
657,62,50,1275,82400,454430,6276.59,88.1,0.008
658,63,50,430,82400,721000,7282.73,23.5,0.016
659,64,50,1570,82400,66400,7598.67,20.8,0.02
660,65,50,3202,82400,1664897,7846.59,96,0.013
661,11,51,1881,488000,16411,18867.3,11.7,0.023
662,12,51,1897,488000,11920,17014.18,18,0.02
663,13,51,1593,488000,190000,10186.14,88.1,0.021
664,14,51,1392,488000,156000,8809.44,91.7,0.021
665,15,51,1789,488000,1183000,8984.92,84.8,0.025
666,21,51,2547,488000,148000,11191.49,118.6,0.013
667,22,51,2847,488000,187000,10780.12,115.6,0.01
668,23,51,3099,488000,469000,10453.2,155.6,0.009
669,31,51,2181,488000,6219,21191.64,32.4,0.029
670,32,51,1970,488000,102658,14958.44,40.9,0.028
671,33,51,2179,488000,104141,19373.28,8.8,0.058
672,34,51,1860,488000,139427,9916.42,84.2,0.027
673,35,51,2341,488000,120000,12650.19,18.1,0.037
674,36,51,1844,488000,166900,10116.58,98.1,0.024
675,37,51,1751,488000,157126,11882.26,60.6,0.03
676,41,51,1278,488000,167000,9966.07,141.9,0.024
677,42,51,1455,488000,187400,10849.06,137.2,0.019
678,43,51,1801,488000,211829,10060.17,145.1,0.025
679,44,51,2047,488000,184800,12245.56,40,0.027
680,45,51,1330,488000,236700,7793.08,57.3,0.022
681,46,51,1798,488000,34000,9912.57,17.1,0.019
682,50,51,356,488000,82400,9489.82,56.9,0.083
683,52,51,736,488000,170000,6671.22,54.3,0.023
684,53,51,917,488000,394000,7456.13,93.1,0.031
685,54,51,2106,488000,1220000,6553.38,4.3,0.007
686,61,51,798,488000,205800,7932.21,84.6,0.045
687,62,51,1058,488000,454430,6276.59,88.1,0.019
688,63,51,1076,488000,721000,7282.73,23.5,0.023
689,64,51,1291,488000,66400,7598.67,20.8,0.021
690,65,51,2914,488000,1664897,7846.59,96,0.007
691,11,52,2318,170000,16411,18867.3,11.7,0.009
692,12,52,2364,170000,11920,17014.18,18,0.008
693,13,52,2030,170000,190000,10186.14,88.1,0.027
694,14,52,1862,170000,156000,8809.44,91.7,0.028
695,15,52,2227,170000,1183000,8984.92,84.8,0.02
696,21,52,1987,170000,148000,11191.49,118.6,0.031
697,22,52,3285,170000,187000,10780.12,115.6,0.013
698,23,52,3537,170000,469000,10453.2,155.6,0.013
699,31,52,1910,170000,6219,21191.64,32.4,0.012
700,32,52,1844,170000,102658,14958.44,40.9,0.026
701,33,52,1763,170000,104141,19373.28,8.8,0.106
702,34,52,1688,170000,139427,9916.42,84.2,0.033
703,35,52,1756,170000,120000,12650.19,18.1,0.07
704,36,52,1242,170000,166900,10116.58,98.1,0.027
705,37,52,1934,170000,157126,11882.26,60.6,0.03
706,41,52,1544,170000,167000,9966.07,141.9,0.023
707,42,52,1278,170000,187400,10849.06,137.2,0.024
708,43,52,1105,170000,211829,10060.17,145.1,0.026
709,44,52,470,170000,184800,12245.56,40,0.098
710,45,52,623,170000,236700,7793.08,57.3,0.035
711,46,52,1320,170000,34000,9912.57,17.1,0.02
712,50,52,384,170000,82400,9489.82,56.9,0.074
713,51,52,736,170000,488000,9347.74,189.3,0.045
714,53,52,588,170000,394000,7456.13,93.1,0.029
715,54,52,2822,170000,1220000,6553.38,4.3,0.001
716,61,52,2885,170000,205800,7932.21,84.6,0.005
717,62,52,1754,170000,454430,6276.59,88.1,0.008
718,63,52,1809,170000,721000,7282.73,23.5,0.005
719,64,52,1951,170000,66400,7598.67,20.8,0.013
720,65,52,3671,170000,1664897,7846.59,96,0.005
721,11,53,2907,394000,16411,18867.3,11.7,0.004
722,12,53,2923,394000,11920,17014.18,18,0.004
723,13,53,26119,394000,190000,10186.14,88.1,0.004
724,14,53,2419,394000,156000,8809.44,91.7,0.009
725,15,53,2816,394000,1183000,8984.92,84.8,0.004
726,21,53,3572,394000,148000,11191.49,118.6,0.006
727,22,53,3874,394000,187000,10780.12,115.6,0.004
728,23,53,4126,394000,469000,10453.2,155.6,0.003
729,31,53,2529,394000,6219,21191.64,32.4,0.005
730,32,53,2402,394000,102658,14958.44,40.9,0.009
731,33,53,2343,394000,104141,19373.28,8.8,0.034
732,34,53,2245,394000,139427,9916.42,84.2,0.014
733,35,53,2478,394000,120000,12650.19,18.1,0.011
734,36,53,1822,394000,166900,10116.58,98.1,0.017
735,37,53,2514,394000,157126,11882.26,60.6,0.007
736,41,53,2100,394000,167000,9966.07,141.9,0.013
737,42,53,1834,394000,187400,10849.06,137.2,0.015
738,43,53,2626,394000,211829,10060.17,145.1,0.006
739,44,53,1585,394000,184800,12245.56,40,0.012
740,45,53,879,394000,236700,7793.08,57.3,0.031
741,46,53,1337,394000,34000,9912.57,17.1,0.022
742,50,53,973,394000,82400,9489.82,56.9,0.029
743,51,53,917,394000,488000,9347.74,189.3,0.029
744,52,53,588,394000,170000,6671.22,54.3,0.031
745,54,53,2246,394000,1220000,6553.38,4.3,0.002
746,61,53,3475,394000,205800,7932.21,84.6,0.003
747,62,53,1938,394000,454430,6276.59,88.1,0.004
748,63,53,1977,394000,721000,7282.73,23.5,0.007
749,64,53,2540,394000,66400,7598.67,20.8,0.004
750,65,53,3865,394000,1664897,7846.59,96,0.002
751,11,54,3736,1220000,16411,18867.3,11.7,0.006
752,12,54,3740,1220000,11920,17014.18,18,0.004
753,13,54,3436,1220000,190000,10186.14,88.1,0.001
754,14,54,3236,1220000,156000,8809.44,91.7,0.001
755,15,54,3260,1220000,1183000,8984.92,84.8,0.001
756,21,54,4421,1220000,148000,11191.49,118.6,0.001
757,22,54,4715,1220000,187000,10780.12,115.6,0
758,23,54,4967,1220000,469000,10453.2,155.6,0.001
759,31,54,4157,1220000,6219,21191.64,32.4,0.002
760,32,54,3880,1220000,102658,14958.44,40.9,0.001
761,33,54,4155,1220000,104141,19373.28,8.8,0.002
762,34,54,3836,1220000,139427,9916.42,84.2,0.001
763,35,54,4447,1220000,120000,12650.19,18.1,0.001
764,36,54,3885,1220000,166900,10116.58,98.1,0.001
765,37,54,3726,1220000,157126,11882.26,60.6,0.002
766,41,54,3254,1220000,167000,9966.07,141.9,0.001
767,42,54,3500,1220000,187400,10849.06,137.2,0.001
768,43,54,3960,1220000,211829,10060.17,145.1,0.001
769,44,54,4148,1220000,184800,12245.56,40,0.001
770,45,54,3431,1220000,236700,7793.08,57.3,0.001
771,46,54,3899,1220000,34000,9912.57,17.1,0.003
772,50,54,2457,1220000,82400,9489.82,56.9,0.005
773,51,54,2106,1220000,488000,9347.74,189.3,0.012
774,52,54,2822,1220000,170000,6671.22,54.3,0.001
775,53,54,2246,1220000,394000,7456.13,93.1,0.005
776,61,54,2775,1220000,205800,7932.21,84.6,0.001
777,62,54,2132,1220000,454430,6276.59,88.1,0.004
778,63,54,1918,1220000,721000,7282.73,23.5,0.007
779,64,54,2547,1220000,66400,7598.67,20.8,0.002
780,65,54,2668,1220000,1664897,7846.59,96,0.002
781,11,61,1092,205800,16411,18867.3,11.7,0.021
782,12,61,1107,205800,11920,17014.18,18,0.017
783,13,61,802,205800,190000,10186.14,88.1,0.038
784,14,61,602,205800,156000,8809.44,91.7,0.047
785,15,61,1000,205800,1183000,8984.92,84.8,0.023
786,21,61,1763,205800,148000,11191.49,118.6,0.03
787,22,61,2057,205800,187000,10780.12,115.6,0.011
788,23,61,2309,205800,469000,10453.2,155.6,0.012
789,31,61,1381,205800,6219,21191.64,32.4,0.01
790,32,61,1174,205800,102658,14958.44,40.9,0.021
791,33,61,1379,205800,104141,19373.28,8.8,0.013
792,34,61,1104,205800,139427,9916.42,84.2,0.019
793,35,61,1699,205800,120000,12650.19,18.1,0.015
794,36,61,1205,205800,166900,10116.58,98.1,0.022
795,37,61,951,205800,157126,11882.26,60.6,0.023
796,41,61,478,205800,167000,9966.07,141.9,0.076
797,42,61,813,205800,187400,10849.06,137.2,0.036
798,43,61,1097,205800,211829,10060.17,145.1,0.017
799,44,61,1760,205800,184800,12245.56,40,0.026
800,45,61,3324,205800,236700,7793.08,57.3,0.002
801,46,61,2355,205800,34000,9912.57,17.1,0.008
802,50,61,847,205800,82400,9489.82,56.9,0.027
803,51,61,798,205800,488000,9347.74,189.3,0.036
804,52,61,2885,205800,170000,6671.22,54.3,0.001
805,53,61,3475,205800,394000,7456.13,93.1,0.001
806,54,61,2775,205800,1220000,6553.38,4.3,0.001
807,62,61,624,205800,454430,6276.59,88.1,0.014
808,63,61,858,205800,721000,7282.73,23.5,0.019
809,64,61,723,205800,66400,7598.67,20.8,0.042
810,65,61,2541,205800,1664897,7846.59,96,0.004
811,11,62,1622,454430,16411,18867.3,11.7,0.019
812,12,62,1626,454430,11920,17014.18,18,0.018
813,13,62,1321,454430,190000,10186.14,88.1,0.019
814,14,62,1121,454430,156000,8809.44,91.7,0.025
815,15,62,1146,454430,1183000,8984.92,84.8,0.029
816,21,62,2303,454430,148000,11191.49,118.6,0.017
817,22,62,2598,454430,187000,10780.12,115.6,0.006
818,23,62,2849,454430,469000,10453.2,155.6,0.004
819,31,62,2006,454430,6219,21191.64,32.4,0.012
820,32,62,1729,454430,102658,14958.44,40.9,0.023
821,33,62,2005,454430,104141,19373.28,8.8,0.024
822,34,62,1685,454430,139427,9916.42,84.2,0.019
823,35,62,2332,454430,120000,12650.19,18.1,0.02
824,36,62,1835,454430,166900,10116.58,98.1,0.018
825,37,62,1612,454430,157126,11882.26,60.6,0.014
826,41,62,1103,454430,167000,9966.07,141.9,0.024
827,42,62,1446,454430,187400,10849.06,137.2,0.013
828,43,62,1727,454430,211829,10060.17,145.1,0.018
829,44,62,2393,454430,184800,12245.56,40,0.009
830,45,62,2352,454430,236700,7793.08,57.3,0.014
831,46,62,2820,454430,34000,9912.57,17.1,0.005
832,50,62,1275,454430,82400,9489.82,56.9,0.028
833,51,62,1058,454430,488000,9347.74,189.3,0.027
834,52,62,1754,454430,170000,6671.22,54.3,0.004
835,53,62,1938,454430,394000,7456.13,93.1,0.009
836,54,62,2132,454430,1220000,6553.38,4.3,0.005
837,61,62,624,454430,205800,7932.21,84.6,0.044
838,63,62,216,454430,721000,7282.73,23.5,0.056
839,64,62,433,454430,66400,7598.67,20.8,0.066
840,65,62,1928,454430,1664897,7846.59,96,0.012
841,11,63,1819,721000,16411,18867.3,11.7,0.012
842,12,63,1897,721000,11920,17014.18,18,0.018
843,13,63,1519,721000,190000,10186.14,88.1,0.015
844,14,63,1319,721000,156000,8809.44,91.7,0.018
845,15,63,1344,721000,1183000,8984.92,84.8,0.016
846,21,63,2489,721000,148000,11191.49,118.6,0.006
847,22,63,2795,721000,187000,10780.12,115.6,0.004
848,23,63,3047,721000,469000,10453.2,155.6,0.004
849,31,63,2240,721000,6219,21191.64,32.4,0.012
850,32,63,2029,721000,102658,14958.44,40.9,0.014
851,33,63,2239,721000,104141,19373.28,8.8,0.023
852,34,63,1920,721000,139427,9916.42,84.2,0.022
853,35,63,2566,721000,120000,12650.19,18.1,0.006
854,36,63,2068,721000,166900,10116.58,98.1,0.017
855,37,63,1810,721000,157126,11882.26,60.6,0.017
856,41,63,1338,721000,167000,9966.07,141.9,0.016
857,42,63,1679,721000,187400,10849.06,137.2,0.013
858,43,63,1960,721000,211829,10060.17,145.1,0.019
859,44,63,2627,721000,184800,12245.56,40,0.004
860,45,63,2407,721000,236700,7793.08,57.3,0.006
861,46,63,2875,721000,34000,9912.57,17.1,0.005
862,50,63,430,721000,82400,9489.82,56.9,0.073
863,51,63,1076,721000,488000,9347.74,189.3,0.024
864,52,63,1809,721000,170000,6671.22,54.3,0.004
865,53,63,1977,721000,394000,7456.13,93.1,0.01
866,54,63,1918,721000,1220000,6553.38,4.3,0.006
867,61,63,858,721000,205800,7932.21,84.6,0.03
868,62,63,216,721000,454430,6276.59,88.1,0.03
869,64,63,631,721000,66400,7598.67,20.8,0.06
870,65,63,1762,721000,1664897,7846.59,96,0.02
871,11,64,1192,66400,16411,18867.3,11.7,0.014
872,12,64,1316,66400,11920,17014.18,18,0.009
873,13,64,948,66400,190000,10186.14,88.1,0.012
874,14,64,748,66400,156000,8809.44,91.7,0.015
875,15,64,716,66400,1183000,8984.92,84.8,0.018
876,21,64,1876,66400,148000,11191.49,118.6,0.01
877,22,64,2170,66400,187000,10780.12,115.6,0.006
878,23,64,2422,66400,469000,10453.2,155.6,0.004
879,31,64,2092,66400,6219,21191.64,32.4,0.008
880,32,64,1815,66400,102658,14958.44,40.9,0.008
881,33,64,2091,66400,104141,19373.28,8.8,0.01
882,34,64,1771,66400,139427,9916.42,84.2,0.012
883,35,64,2418,66400,120000,12650.19,18.1,0.006
884,36,64,1921,66400,166900,10116.58,98.1,0.009
885,37,64,1238,66400,157126,11882.26,60.6,0.006
886,41,64,1189,66400,167000,9966.07,141.9,0.006
887,42,64,1471,66400,187400,10849.06,137.2,0.005
888,43,64,1814,66400,211829,10060.17,145.1,0.008
889,44,64,2479,66400,184800,12245.56,40,0.004
890,45,64,2673,66400,236700,7793.08,57.3,0.002
891,46,64,3074,66400,34000,9912.57,17.1,0.005
892,50,64,1570,66400,82400,9489.82,56.9,0.003
893,51,64,1291,66400,488000,9347.74,189.3,0.004
894,52,64,1951,66400,170000,6671.22,54.3,0.002
895,53,64,2540,66400,394000,7456.13,93.1,0.002
896,54,64,2547,66400,1220000,6553.38,4.3,0.001
897,61,64,723,66400,205800,7932.21,84.6,0.017
898,62,64,433,66400,454430,6276.59,88.1,0.011
899,63,64,631,66400,721000,7282.73,23.5,0.011
900,65,64,2111,66400,1664897,7846.59,96,0.005
901,11,65,3300,1664897,16411,18867.3,11.7,0.004
902,12,65,3330,1664897,11920,17014.18,18,0.003
903,13,65,3026,1664897,190000,10186.14,88.1,0.002
904,14,65,2825,1664897,156000,8809.44,91.7,0.002
905,15,65,2825,1664897,1183000,8984.92,84.8,0.001
906,21,65,3985,1664897,148000,11191.49,118.6,0.001
907,22,65,4279,1664897,187000,10780.12,115.6,0.001
908,23,65,4531,1664897,469000,10453.2,155.6,0.001
909,31,65,3929,1664897,6219,21191.64,32.4,0.003
910,32,65,3652,1664897,102658,14958.44,40.9,0.002
911,33,65,3928,1664897,104141,19373.28,8.8,0.003
912,34,65,3609,1664897,139427,9916.42,84.2,0.001
913,35,65,4255,1664897,120000,12650.19,18.1,0.001
914,36,65,3647,1664897,166900,10116.58,98.1,0.001
915,37,65,3316,1664897,157126,11882.26,60.6,0.002
916,41,65,3027,1664897,167000,9966.07,141.9,0.002
917,42,65,3323,1664897,187400,10849.06,137.2,0.001
918,43,65,3640,1664897,211829,10060.17,145.1,0.001
919,44,65,4316,1664897,184800,12245.56,40,0.001
920,45,65,4279,1664897,236700,7793.08,57.3,0
921,46,65,4747,1664897,34000,9912.57,17.1,0.002
922,50,65,3202,1664897,82400,9489.82,56.9,0.001
923,51,65,2914,1664897,488000,9347.74,189.3,0.002
924,52,65,3671,1664897,170000,6671.22,54.3,0
925,53,65,3865,1664897,394000,7456.13,93.1,0
926,54,65,2668,1664897,1220000,6553.38,4.3,0.001
927,61,65,2541,1664897,205800,7932.21,84.6,0.002
928,62,65,1928,1664897,454430,6276.59,88.1,0.007
929,63,65,1762,1664897,721000,7282.73,23.5,0.009
930,64,65,2111,1664897,66400,7598.67,20.8,0.011